     Depth,  GAM(NAT),   RES(16),   RES(64),   NEUTRON,Outcome
427.3,21.7975,105.643,227.635,938.077,Fresh_Water
427.5,52.9939,104.895,228.059,882.487,Fresh_Water
427.8,21.7975,104.504,227.127,979.769,Fresh_Water
428,11.3988,105.137,226.096,1021.46,Fresh_Water
428.3,21.7975,105.356,226.003,847.744,Fresh_Water
428.5,21.7975,104.815,225.819,833.846,Fresh_Water
428.8,32.1963,104.677,226.866,896.385,Fresh_Water
429,11.3988,104.216,229.268,885.962,Fresh_Water
429.3,21.7975,104.09,232.701,924.18,Fresh_Water
429.5,32.1963,104.441,229.445,868.59,Fresh_Water
429.8,32.1963,105.448,223.748,1021.46,Fresh_Water
430,32.1963,106.564,223.994,903.333,Fresh_Water
430.3,32.1963,105.264,229.075,1007.56,Fresh_Water
430.5,63.3926,104.734,230.661,639.282,Fresh_Water
430.8,11.3988,106.863,225.888,771.308,Fresh_Water
431,52.9939,109.073,227.489,813,Fresh_Water
431.3,32.1963,108.993,226.958,951.974,Fresh_Water
431.5,84.1902,107.738,226.773,868.59,Fresh_Water
431.8,21.7975,107.715,225.903,778.256,Fresh_Water
432,21.7975,108.279,229.93,941.551,Fresh_Water
432.3,21.7975,106.806,230.538,903.333,Fresh_Water
432.5,167.38,107.301,232.262,972.82,Fresh_Water
432.8,73.7914,107.853,229.922,799.103,Fresh_Water
433,11.3988,107.427,226.573,868.59,Fresh_Water
433.3,32.1963,108.06,224.864,917.231,Fresh_Water
433.5,21.7975,107.427,226.18,826.897,Fresh_Water
433.8,104.988,107.681,228.752,799.103,Fresh_Water
434,104.988,108.268,230.661,840.795,Fresh_Water
434.3,63.3926,109.568,232.043,653.18,Fresh_Water
434.5,84.1902,110.593,226.904,708.769,Fresh_Water
434.8,63.3926,111.997,226.912,868.59,Fresh_Water
435,94.589,111.341,226.134,816.474,Fresh_Water
435.3,42.5951,108.786,227.289,847.744,Fresh_Water
435.5,21.7975,105.471,228.051,750.462,Fresh_Water
435.8,21.7975,103.951,227.074,868.59,Fresh_Water
436,42.5951,103.376,224.718,1014.51,Fresh_Water
436.3,73.7914,103.249,226.442,799.103,Fresh_Water
436.5,21.7975,102.19,232.963,951.974,Fresh_Water
436.8,52.9939,101.534,232.593,965.872,Fresh_Water
437,32.1963,103.41,226.458,694.872,Fresh_Water
437.3,11.3988,105.655,222.843,840.795,Fresh_Water
437.5,42.5951,104.953,218.651,875.538,Fresh_Water
437.8,11.3988,105.206,218.513,924.18,Fresh_Water
438,42.5951,105.908,219.213,938.077,Fresh_Water
438.3,32.1963,103.882,220.437,778.256,Fresh_Water
438.5,32.1963,102.823,222.716,882.487,Fresh_Water
438.8,1,102.432,223.917,764.359,Fresh_Water
439,32.1963,101.868,227.081,764.359,Fresh_Water
439.3,11.3988,102.317,228.02,764.359,Fresh_Water
439.5,21.7975,103.514,225.942,847.744,Fresh_Water
439.8,32.1963,104.377,226.573,979.769,Fresh_Water
440,32.1963,104.274,228.667,736.564,Fresh_Water
440.3,11.3988,104.297,226.481,903.333,Fresh_Water
440.5,63.3926,106.023,222.015,826.897,Fresh_Water
440.8,11.3988,107.715,219.406,889.436,Fresh_Water
441,32.1963,106.242,222.439,1063.15,Fresh_Water
441.3,63.3926,105.091,226.511,896.385,Fresh_Water
441.5,32.1963,104.032,226.527,715.718,Fresh_Water
441.8,73.7914,104.136,225.765,771.308,Fresh_Water
442,21.7975,105.367,228.975,722.667,Fresh_Water
442.3,32.1963,105.356,227.204,701.82,Fresh_Water
442.5,32.1963,106.587,227.635,785.205,Fresh_Water
442.8,42.5951,107.761,226.835,1007.56,Fresh_Water
443,1,107.416,231.5,931.128,Fresh_Water
443.3,11.3988,107.439,232.478,1049.26,Fresh_Water
443.5,58.1933,107.117,232.917,875.538,Fresh_Water
443.8,11.3988,108.06,232.255,799.103,Fresh_Water
444,63.3926,108.636,230.977,1146.54,Fresh_Water
444.3,42.5951,109.419,227.936,951.974,Fresh_Water
444.5,21.7975,109.545,222.832,945.026,Fresh_Water
444.8,42.5951,108.912,221.207,1056.21,Fresh_Water
445,52.9939,109.419,224.14,1090.95,Fresh_Water
445.3,63.3926,107.473,231.092,958.923,Fresh_Water
445.5,21.7975,106.472,235.149,979.769,Fresh_Water
445.8,21.7975,106.852,229.021,1104.85,Fresh_Water
446,52.9939,109.361,226.388,896.385,Fresh_Water
446.3,52.9939,109.154,222.87,917.231,Fresh_Water
446.5,63.3926,106.645,220.768,833.846,Fresh_Water
446.8,42.5951,107.865,227.705,844.269,Fresh_Water
447,32.1963,106.886,226.296,938.077,Fresh_Water
447.3,63.3926,110.466,225.411,951.974,Fresh_Water
447.5,11.3988,114.333,227.712,840.795,Fresh_Water
447.8,52.9939,110.213,226.281,910.282,Fresh_Water
448,42.5951,108.682,229.899,917.231,Fresh_Water
448.3,63.3926,107.905,230.369,1077.05,Fresh_Water
448.5,84.1902,107.209,228.405,1021.46,Fresh_Water
448.8,21.7975,106.564,228.467,945.026,Fresh_Water
449,42.5951,105.897,225.626,1014.51,Fresh_Water
449.3,52.9939,105.758,227.043,826.897,Fresh_Water
449.5,32.1963,105.229,226.642,903.333,Fresh_Water
449.8,1,105.31,225.719,917.231,Fresh_Water
450,52.9939,105.494,230.045,986.718,Fresh_Water
450.3,21.7975,104.711,231.481,938.077,Fresh_Water
450.5,32.1963,104.907,230.222,1021.46,Fresh_Water
450.8,32.1963,105.839,228.375,896.385,Fresh_Water
451,32.1963,106.138,226.542,958.923,Fresh_Water
451.3,94.589,106.794,229.291,875.538,Fresh_Water
451.5,42.5951,106.334,229.26,1035.36,Fresh_Water
451.8,11.3988,106.069,226.404,931.128,Fresh_Water
452,11.3988,107.301,223.548,868.59,Fresh_Water
452.3,21.7975,107.243,222.212,868.59,Fresh_Water
452.5,21.7975,106.967,224.718,778.256,Fresh_Water
452.8,42.5951,107.002,229.568,875.538,Fresh_Water
453,104.988,107.473,232.239,840.795,Fresh_Water
453.3,63.3926,108.544,228.771,910.282,Fresh_Water
453.5,47.7945,110.293,221.376,938.077,Fresh_Water
453.8,84.1902,110.685,221.092,1045.78,Fresh_Water
454,63.3926,108.728,224.556,1014.51,Fresh_Water
454.3,1,107.163,227.158,917.231,Fresh_Water
454.5,37.3957,106.576,231.177,847.744,Fresh_Water
454.8,42.5951,104.953,227.412,938.077,Fresh_Water
455,11.3988,105.01,225.672,938.077,Fresh_Water
455.3,1,105.425,221.931,826.897,Fresh_Water
455.5,84.1902,105.356,222.293,861.641,Fresh_Water
455.8,32.1963,104.895,230.684,851.218,Fresh_Water
456,21.7975,104.7,241.093,861.641,Fresh_Water
456.3,1,105.672,234.095,903.333,Fresh_Water
456.5,32.1963,109.396,225.873,861.641,Fresh_Water
456.8,32.1963,110.224,223.563,778.256,Fresh_Water
457,52.9939,106.622,216.091,924.18,Fresh_Water
457.3,52.9939,107.784,219.895,833.846,Fresh_Water
457.5,16.5982,108.291,222.085,972.82,Fresh_Water
457.8,94.589,108.049,223.163,910.282,Fresh_Water
458,73.7914,108.809,220.945,674.026,Fresh_Water
458.3,32.1963,111.088,228.683,743.513,Fresh_Water
458.5,63.3926,109.568,230.099,757.41,Fresh_Water
458.8,94.589,109.948,231.369,764.359,Fresh_Water
459,84.1902,110.282,228.559,729.615,Fresh_Water
459.3,63.3926,109.712,227.358,778.256,Fresh_Water
459.5,42.5951,106.932,228.274,875.538,Fresh_Water
459.8,63.3926,105.643,229.576,958.923,Fresh_Water
460,42.5951,105.206,232.994,764.359,Fresh_Water
460.3,32.1963,104.757,230.765,792.154,Fresh_Water
460.5,37.3957,105.264,226.042,840.795,Fresh_Water
460.8,11.3988,106.242,225.649,948.5,Fresh_Water
461,84.1902,105.321,226.527,861.641,Fresh_Water
461.3,52.9939,104.935,226.769,806.051,Fresh_Water
461.5,58.1933,106.38,225.426,771.308,Fresh_Water
461.8,52.9939,106.38,227.836,819.949,Fresh_Water
462,32.1963,105.494,228.105,1000.62,Fresh_Water
462.3,32.1963,104.78,229.075,882.487,Fresh_Water
462.5,32.1963,105.137,226.404,931.128,Fresh_Water
462.8,21.7975,105.551,225.434,896.385,Fresh_Water
463,11.3988,104.193,222.377,958.923,Fresh_Water
463.3,42.5951,105.137,224.571,1028.41,Fresh_Water
463.5,32.1963,104.458,228.929,840.795,Fresh_Water
463.8,52.9939,103.618,226.281,965.872,Fresh_Water
464,73.7914,105.148,224.625,840.795,Fresh_Water
464.3,52.9939,105.597,224.26,965.872,Fresh_Water
464.5,37.3957,104.849,225.103,854.692,Fresh_Water
464.8,63.3926,105.229,226.065,972.82,Fresh_Water
465,1,105.954,224.656,813,Fresh_Water
465.3,63.3926,107.013,225.364,750.462,Fresh_Water
465.5,42.5951,107.393,217.881,931.128,Fresh_Water
465.8,21.7975,107.968,223.609,889.436,Fresh_Water
466,21.7975,106.046,226.419,979.769,Fresh_Water
466.3,63.3926,104.734,224.641,875.538,Fresh_Water
466.5,188.178,110.857,225.88,625.385,Fresh_Water
466.8,84.1902,110.547,225.58,879.013,Fresh_Water
467,52.9939,109.004,223.956,938.077,Fresh_Water
467.3,11.3988,109.488,224.102,945.026,Fresh_Water
467.5,32.1963,108.555,223.355,951.974,Fresh_Water
467.8,42.5951,106.944,226.812,882.487,Fresh_Water
468,63.3926,105.908,226.227,958.923,Fresh_Water
468.3,21.7975,105.609,224.371,847.744,Fresh_Water
468.5,32.1963,106.023,227.166,826.897,Fresh_Water
468.8,21.7975,105.252,229.96,875.538,Fresh_Water
469,42.5951,104.976,228.852,1000.62,Fresh_Water
469.3,32.1963,106.973,225.926,1007.56,Fresh_Water
469.5,42.5951,107.6,223.386,958.923,Fresh_Water
469.8,32.1963,107.704,223.848,983.244,Fresh_Water
470,32.1963,107.439,223.686,1077.05,Fresh_Water
470.3,11.3988,107.52,224.206,1104.85,Fresh_Water
470.5,21.7975,107.485,225.18,965.872,Fresh_Water
470.8,42.5951,106.956,225.38,945.026,Fresh_Water
471,42.5951,106.737,225.942,1014.51,Fresh_Water
471.3,1,106.507,226.685,1028.41,Fresh_Water
471.5,42.5951,106.023,225.534,917.231,Fresh_Water
471.8,21.7975,106.138,224.879,951.974,Fresh_Water
472,1,106.415,223.932,924.18,Fresh_Water
472.3,32.1963,106.829,223.817,938.077,Fresh_Water
472.5,32.1963,107.186,224.487,979.769,Fresh_Water
472.8,42.5951,106.806,226.35,861.641,Fresh_Water
473,11.3988,107.496,229.807,896.385,Fresh_Water
473.3,63.3926,107.589,229.433,861.641,Fresh_Water
473.5,1,108.36,226.088,924.18,Fresh_Water
473.8,21.7975,109.373,224.779,910.282,Fresh_Water
474,21.7975,108.624,223.332,1063.15,Fresh_Water
474.3,52.9939,108.394,224.063,924.18,Fresh_Water
474.5,52.9939,109.05,225.18,924.18,Fresh_Water
474.8,11.3988,108.843,226.273,1049.26,Fresh_Water
475,1,108.924,226.904,1049.26,Fresh_Water
475.3,21.7975,108.809,226.377,993.667,Fresh_Water
475.5,11.3988,108.924,226.973,993.667,Fresh_Water
475.8,42.5951,108.751,227.913,958.923,Fresh_Water
476,42.5951,108.463,224.802,1021.46,Fresh_Water
476.3,11.3988,109.062,226.958,910.282,Fresh_Water
476.5,21.7975,108.325,230.538,958.923,Fresh_Water
476.8,63.3926,108.222,228.836,931.128,Fresh_Water
477,32.1963,109.822,227.251,986.718,Fresh_Water
477.3,21.7975,110.869,227.589,868.59,Fresh_Water
477.5,63.3926,110.593,228.606,868.59,Fresh_Water
477.8,94.589,111.237,230.607,722.667,Fresh_Water
478,94.589,112.158,230.507,833.846,Fresh_Water
478.3,94.589,112.641,233.098,646.231,Fresh_Water
478.5,94.589,112.365,233.525,736.564,Fresh_Water
478.8,78.9908,113.079,233.671,757.41,Fresh_Water
479,84.1902,112.837,234.303,750.462,Fresh_Water
479.3,84.1902,112.526,233.868,799.103,Fresh_Water
479.5,84.1902,112.388,233.648,924.18,Fresh_Water
479.8,32.1963,112.262,233.179,903.333,Fresh_Water
480,52.9939,111.87,231.754,854.692,Fresh_Water
480.3,42.5951,111.525,228.313,882.487,Fresh_Water
480.5,11.3988,110.846,232.039,903.333,Fresh_Water
480.8,42.5951,109.591,239.414,847.744,Fresh_Water
481,32.1963,107.612,235.35,799.103,Fresh_Water
481.3,32.1963,109.695,231.916,792.154,Fresh_Water
481.5,21.7975,108.141,229.591,736.564,Fresh_Water
481.8,37.3957,106.564,229.221,722.667,Fresh_Water
482,42.5951,106.541,228.344,653.18,Fresh_Water
482.3,32.1963,107.347,227.416,792.154,Fresh_Water
482.5,32.1963,107.75,231.777,743.513,Fresh_Water
482.8,11.3988,107.496,234.557,854.692,Fresh_Water
483,73.7914,108.325,229.229,701.82,Fresh_Water
483.3,21.7975,110.098,226.565,611.487,Fresh_Water
483.5,52.9939,109.672,226.096,701.82,Fresh_Water
483.8,26.9969,108.222,227.358,840.795,Fresh_Water
484,32.1963,107.968,231.331,844.269,Fresh_Water
484.3,11.3988,108.337,231.516,861.641,Fresh_Water
484.5,1,108.561,226.716,806.051,Fresh_Water
484.8,37.3957,109.603,226.373,826.897,Fresh_Water
485,63.3926,108.705,228.136,882.487,Fresh_Water
485.3,73.7914,107.807,228.436,778.256,Fresh_Water
485.5,84.1902,108.601,228.836,1014.51,Fresh_Water
485.8,42.5951,108.314,229.599,1028.41,Fresh_Water
486,42.5951,107.416,228.975,892.91,Fresh_Water
486.3,21.7975,107.197,228.005,917.231,Fresh_Water
486.5,21.7975,107.002,229.237,896.385,Fresh_Water
486.8,47.7945,106.979,229.868,938.077,Fresh_Water
487,32.1963,106.668,228.321,910.282,Fresh_Water
487.3,21.7975,107.266,225.118,757.41,Fresh_Water
487.5,21.7975,107.278,225.326,896.385,Fresh_Water
487.8,21.7975,106.035,229.252,701.82,Fresh_Water
488,73.7914,104.458,232.078,813,Fresh_Water
488.3,32.1963,104.573,230.045,854.692,Fresh_Water
488.5,1,105.62,230.638,972.82,Fresh_Water
488.8,21.7975,106.035,232.747,868.59,Fresh_Water
489,52.9939,106.092,232.339,896.385,Fresh_Water
489.3,11.3988,107.312,229.137,889.436,Fresh_Water
489.5,1,108.21,229.429,861.641,Fresh_Water
489.8,21.7975,107.64,230.538,910.282,Fresh_Water
490,52.9939,107.174,231.693,757.41,Fresh_Water
490.3,21.7975,107.266,231.362,847.744,Fresh_Water
490.5,21.7975,107.03,230.665,819.949,Fresh_Water
490.8,21.7975,106.84,232.047,1132.64,Fresh_Water
491,32.1963,106.461,231.469,1028.41,Fresh_Water
491.3,32.1963,106.817,230.261,965.872,Fresh_Water
491.5,21.7975,107.082,228.89,1056.21,Fresh_Water
491.8,32.1963,106.668,229.468,882.487,Fresh_Water
492,11.3988,106.184,229.876,885.962,Fresh_Water
492.3,11.3988,106.219,232.401,910.282,Fresh_Water
492.5,21.7975,106.645,234.056,819.949,Fresh_Water
492.8,125.785,106.622,233.267,743.513,Fresh_Water
493,115.387,106.852,232.093,729.615,Fresh_Water
493.3,52.9939,106.645,230.931,778.256,Fresh_Water
493.5,37.3957,106.507,226.712,889.436,Fresh_Water
493.8,21.7975,106.541,226.92,889.436,Fresh_Water
494,63.3926,105.724,227.543,813,Fresh_Water
494.3,63.3926,105.448,227.497,854.692,Fresh_Water
494.5,32.1963,105.655,227.651,729.615,Fresh_Water
494.8,52.9939,105.805,229.614,687.923,Fresh_Water
495,11.3988,105.758,229.291,722.667,Fresh_Water
495.3,32.1963,106.392,227.251,979.769,Fresh_Water
495.5,42.5951,106.996,224.864,931.128,Fresh_Water
495.8,73.7914,106.679,225.133,938.077,Fresh_Water
496,11.3988,105.701,226.642,934.603,Fresh_Water
496.3,11.3988,105.666,230.311,979.769,Fresh_Water
496.5,42.5951,105.839,230.492,875.538,Fresh_Water
496.8,42.5951,106.806,228.159,868.59,Fresh_Water
497,63.3926,107.778,225.137,868.59,Fresh_Water
497.3,32.1963,107.381,228.852,972.82,Fresh_Water
497.5,42.5951,106.478,233.448,899.859,Fresh_Water
497.8,1,106.875,231.712,1007.56,Fresh_Water
498,32.1963,108.958,228.736,1007.56,Fresh_Water
498.3,63.3926,109.683,225.996,861.641,Fresh_Water
498.5,21.7975,108.832,226.157,889.436,Fresh_Water
498.8,63.3926,108.383,226.912,792.154,Fresh_Water
499,32.1963,107.594,230.238,896.385,Fresh_Water
499.3,32.1963,106.829,231.346,799.103,Fresh_Water
499.5,52.9939,106.679,230.068,1000.62,Fresh_Water
499.8,1,107.635,228.436,1004.09,Fresh_Water
500,52.9939,105.471,227.266,806.051,Fresh_Water
500.3,94.589,104.078,225.118,653.18,Fresh_Water
500.5,52.9939,104.412,226.5,868.59,Fresh_Water
500.8,11.3988,103.848,228.898,868.59,Fresh_Water
501,21.7975,103.974,231.462,945.026,Fresh_Water
501.3,11.3988,104.918,228.459,833.846,Fresh_Water
501.5,37.3957,105.666,226.065,847.744,Fresh_Water
501.8,11.3988,105.943,225.395,861.641,Fresh_Water
502,63.3926,105.298,223.251,1028.41,Fresh_Water
502.3,32.1963,105.229,222.554,806.051,Fresh_Water
502.5,52.9939,105.125,225.157,861.641,Fresh_Water
502.8,11.3988,103.773,226.234,771.308,Fresh_Water
503,32.1963,103.894,226.411,861.641,Fresh_Water
503.3,32.1963,104.803,223.086,851.218,Fresh_Water
503.5,11.3988,105.091,218.998,806.051,Fresh_Water
503.8,42.5951,105.344,224.841,889.436,Fresh_Water
504,84.1902,103.951,232.216,882.487,Fresh_Water
504.3,21.7975,102.789,231.981,889.436,Fresh_Water
504.5,52.9939,102.455,227.482,792.154,Fresh_Water
504.8,188.178,101.759,225.819,750.462,Fresh_Water
505,104.988,99.6927,225.241,687.923,Fresh_Water
505.3,52.9939,99.9804,223.963,826.897,Fresh_Water
505.5,63.3926,102.098,223.278,806.051,Fresh_Water
505.8,73.7914,103.123,232.64,1077.05,Fresh_Water
506,32.1963,103.008,229.522,844.269,Fresh_Water
506.3,42.5951,106.322,226.538,1021.46,Fresh_Water
506.5,63.3926,104.792,226.134,833.846,Fresh_Water
506.8,52.9939,102.904,226.642,785.205,Fresh_Water
507,42.5951,102.858,227.374,854.692,Fresh_Water
507.3,26.9969,103.848,231.816,854.692,Fresh_Water
507.5,21.7975,104.377,232.07,958.923,Fresh_Water
507.8,26.9969,105.091,231.774,910.282,Fresh_Water
508,1,106.53,229.314,854.692,Fresh_Water
508.3,42.5951,106.725,228.629,979.769,Fresh_Water
508.5,26.9969,106.725,226.7,1181.28,Fresh_Water
508.8,52.9939,107.013,227.143,931.128,Fresh_Water
509,52.9939,107.082,227.782,1021.46,Fresh_Water
509.3,52.9939,107.358,226.596,792.154,Fresh_Water
509.5,52.9939,107.462,226.773,1028.41,Fresh_Water
509.8,58.1933,106.932,229.206,924.18,Fresh_Water
510,42.5951,105.77,229.945,1049.26,Fresh_Water
510.3,42.5951,106.012,230.037,938.077,Fresh_Water
510.5,94.589,107.22,230.63,917.231,Fresh_Water
510.8,52.9939,106.817,231.562,1035.36,Fresh_Water
511,21.7975,107.019,229.329,958.923,Fresh_Water
511.3,42.5951,107.37,228.19,1250.77,Fresh_Water
511.5,42.5951,107.232,229.437,958.923,Fresh_Water
511.8,42.5951,106.345,228.259,1049.26,Fresh_Water
512,32.1963,107.048,228.486,1063.15,Fresh_Water
512.3,52.9939,106.299,229.968,972.82,Fresh_Water
512.5,26.9969,106.599,230.33,1007.56,Fresh_Water
512.8,42.5951,106.714,227.374,917.231,Fresh_Water
513,63.3926,107.623,226.835,958.923,Fresh_Water
513.3,42.5951,107.059,230.384,1222.97,Fresh_Water
513.5,11.3988,105.977,229.791,1007.56,Fresh_Water
513.8,63.3926,107.335,228.521,1035.36,Fresh_Water
514,63.3926,106.829,231.127,896.385,Fresh_Water
514.3,42.5951,105.735,230.084,972.82,Fresh_Water
514.5,52.9939,105.943,231.893,938.077,Fresh_Water
514.8,16.5982,105.862,231.531,1097.9,Fresh_Water
515,11.3988,105.764,229.029,1056.21,Fresh_Water
515.3,32.1963,106.599,228.752,861.641,Fresh_Water
515.5,63.3926,106.196,228.305,986.718,Fresh_Water
515.8,125.785,105.724,226.789,945.026,Fresh_Water
516,52.9939,106.322,222.662,1014.51,Fresh_Water
516.3,42.5951,106.081,228.521,1132.64,Fresh_Water
516.5,42.5951,105.281,228.806,1014.51,Fresh_Water
516.8,52.9939,106.15,227.805,1111.79,Fresh_Water
517,42.5951,105.793,228.713,924.18,Fresh_Water
517.3,42.5951,104.538,228.86,951.974,Fresh_Water
517.5,73.7914,104.653,228.182,931.128,Fresh_Water
517.8,32.1963,104.935,227.335,958.923,Fresh_Water
518,52.9939,104.619,226.358,861.641,Fresh_Water
518.3,42.5951,104.653,226.327,826.897,Fresh_Water
518.5,63.3926,104.849,227.058,993.667,Fresh_Water
518.8,1,104.826,228.96,882.487,Fresh_Water
519,42.5951,105.16,229.468,951.974,Fresh_Water
519.3,32.1963,105.528,227.528,979.769,Fresh_Water
519.5,52.9939,105.701,227.774,1125.69,Fresh_Water
519.8,32.1963,105.31,228.39,948.5,Fresh_Water
520,63.3926,104.941,226.219,750.462,Fresh_Water
520.3,52.9939,105.517,226.019,1000.62,Fresh_Water
520.5,42.5951,104.596,226.608,1014.51,Fresh_Water
520.8,32.1963,105.31,227.712,882.487,Fresh_Water
521,73.7914,104.481,229.391,931.128,Fresh_Water
521.3,32.1963,104.907,229.845,861.641,Fresh_Water
521.5,73.7914,105.241,227.582,840.795,Fresh_Water
521.8,52.9939,105.885,225.441,868.59,Fresh_Water
522,42.5951,105.183,224.002,965.872,Fresh_Water
522.3,42.5951,104.452,225.719,1090.95,Fresh_Water
522.5,73.7914,104.193,228.136,958.923,Fresh_Water
522.8,21.7975,103.318,226.696,875.538,Fresh_Water
523,84.1902,103.963,223.27,899.859,Fresh_Water
523.3,63.3926,103.031,224.695,924.18,Fresh_Water
523.5,73.7914,102.271,225.133,785.205,Fresh_Water
523.8,52.9939,101.983,222.37,965.872,Fresh_Water
524,21.7975,103.94,225.58,917.231,Fresh_Water
524.3,42.5951,103.18,229.283,799.103,Fresh_Water
524.5,63.3926,102.3,226.281,868.59,Fresh_Water
524.8,110.187,102.846,228.094,972.82,Fresh_Water
525,52.9939,102.351,229.452,792.154,Fresh_Water
525.3,73.7914,101.914,230.153,917.231,Fresh_Water
525.5,89.3896,102.697,228.428,868.59,Fresh_Water
525.8,52.9939,103.877,223.817,906.808,Fresh_Water
526,73.7914,104.147,215.803,1000.62,Fresh_Water
526.3,42.5951,103.733,209.902,882.487,Fresh_Water
526.5,21.7975,102.472,210.614,969.346,Fresh_Water
526.8,78.9908,98.5071,209.313,882.487,Fresh_Water
527,115.387,94.5822,207.931,882.487,Fresh_Water
527.3,84.1902,88.3898,207.457,785.205,Fresh_Water
527.5,136.184,84.4649,206.364,861.641,Fresh_Water
527.8,84.1902,83.3139,205.402,892.91,Fresh_Water
528,156.982,82.2031,208.019,965.872,Fresh_Water
528.3,120.586,81.9672,208.808,986.718,Fresh_Water
528.5,115.387,82.2665,208.196,757.41,Fresh_Water
528.8,188.178,82.278,209.005,819.949,Fresh_Water
529,136.184,82.4161,211.576,910.282,Fresh_Water
529.3,146.583,82.6118,213.1,819.949,Fresh_Water
529.5,94.589,83.1642,216.719,875.538,Fresh_Water
529.8,84.1902,84.58,216.738,965.872,Fresh_Water
530,120.586,85.3051,215.841,872.064,Fresh_Water
530.3,32.1963,87.0201,218.205,965.872,Fresh_Water
530.5,125.785,87.2848,224.187,958.923,Fresh_Water
530.8,11.3988,87.8201,223.386,896.385,Fresh_Water
531,52.9939,90.1969,211.322,722.667,Fresh_Water
531.3,63.3926,92.3032,212.608,701.82,Fresh_Water
531.5,52.9939,90.4961,213.093,774.782,Fresh_Water
531.8,42.5951,88.6258,214.047,667.077,Fresh_Water
532,32.1963,90.8645,211.26,931.128,Fresh_Water
532.3,198.577,89.2531,211.091,851.218,Fresh_Water
532.5,104.988,87.8603,214.224,819.949,Fresh_Water
532.8,99.7883,87.0431,219.714,917.231,Fresh_Water
533,94.589,87.2963,217.527,896.385,Fresh_Water
533.3,125.785,88.056,215.857,771.308,Fresh_Water
533.5,120.586,89.4717,216.534,861.641,Fresh_Water
533.8,52.9939,88.856,220.083,771.308,Fresh_Water
534,84.1902,88.7006,217.45,743.513,Fresh_Water
534.3,104.988,90.8414,213.462,799.103,Fresh_Water
534.5,125.785,91.1177,213.124,858.167,Fresh_Water
534.8,84.1902,90.0472,212.623,764.359,Fresh_Water
535,42.5951,89.8055,212.966,799.103,Fresh_Water
535.3,73.7914,89.9437,211.199,806.051,Fresh_Water
535.5,63.3926,89.4717,210.537,743.513,Fresh_Water
535.8,73.7914,89.1264,210.059,680.974,Fresh_Water
536,104.988,88.1481,210.899,680.974,Fresh_Water
536.3,84.1902,88.4243,217.419,806.051,Fresh_Water
536.5,63.3926,87.2158,218.182,708.769,Fresh_Water
536.8,73.7914,88.1941,218.436,924.18,Fresh_Water
537,198.577,88.9653,214.555,792.154,Fresh_Water
537.3,156.982,89.0689,219.629,799.103,Fresh_Water
537.5,177.779,88.643,220.814,889.436,Fresh_Water
537.8,73.7914,89.9782,220.88,945.026,Fresh_Water
538,52.9939,91.6356,220.865,809.526,Fresh_Water
538.3,115.387,92.4759,218.851,861.641,Fresh_Water
538.5,84.1902,92.7176,219.113,771.308,Fresh_Water
538.8,63.3926,93.1204,218.413,788.68,Fresh_Water
539,63.3926,93.1665,219.467,840.795,Fresh_Water
539.3,32.1963,92.9593,221.026,792.154,Fresh_Water
539.5,52.9939,93.0744,219.983,885.962,Fresh_Water
539.8,94.589,93.5463,220.36,806.051,Fresh_Water
540,63.3926,93.8341,213.755,931.128,Fresh_Water
540.3,21.7975,94.2945,208.959,872.064,Fresh_Water
540.5,32.1963,93.6039,206.364,847.744,Fresh_Water
540.8,68.592,91.8198,209.609,826.897,Fresh_Water
541,52.9939,89.9437,214.609,833.846,Fresh_Water
541.3,63.3926,88.4013,215.526,840.795,Fresh_Water
541.5,63.3926,88.2862,220.075,840.795,Fresh_Water
541.8,94.589,87.6532,224.887,1038.83,Fresh_Water
542,146.583,86.9165,216.911,847.744,Fresh_Water
542.3,42.5951,90.312,213.92,792.154,Fresh_Water
542.5,146.583,90.5077,212.962,868.59,Fresh_Water
542.8,73.7914,89.2415,215.194,868.59,Fresh_Water
543,32.1963,89.0804,217.489,847.744,Fresh_Water
543.3,52.9939,90.0357,218.736,910.282,Fresh_Water
543.5,73.7914,90.1854,219.344,910.282,Fresh_Water
543.8,21.7975,90.876,218.035,816.474,Fresh_Water
544,73.7914,91.2673,210.306,840.795,Fresh_Water
544.3,52.9939,91.4285,201.106,847.744,Fresh_Water
544.5,115.387,90.7263,208.466,840.795,Fresh_Water
544.8,52.9939,86.8359,214.771,854.692,Fresh_Water
545,84.1902,86.8014,216.757,875.538,Fresh_Water
545.3,63.3926,85.9727,215.048,826.897,Fresh_Water
545.5,84.1902,86.1569,213.532,701.82,Fresh_Water
545.8,167.38,86.5482,210.491,597.59,Fresh_Water
546,89.3896,86.1569,198.843,813,Fresh_Water
546.3,84.1902,86.4561,202.114,778.256,Fresh_Water
546.5,63.3926,83.2563,200.698,924.18,Fresh_Water
546.8,63.3926,83.1758,199.928,785.205,Fresh_Water
547,42.5951,80.7299,200.852,882.487,Fresh_Water
547.3,104.988,79.5501,208.989,715.718,Fresh_Water
547.5,136.184,77.6394,208.843,507.256,Fresh_Water
547.8,115.387,80.1601,209.159,618.436,Fresh_Water
548,188.178,81.737,207.95,548.949,Fresh_Water
548.3,84.1902,81.76,208.219,698.346,Fresh_Water
548.5,198.577,82.6405,208.373,736.564,Fresh_Water
548.8,104.988,82.6578,208.812,687.923,Fresh_Water
549,89.3896,83.2793,209.059,903.333,Fresh_Water
