     Depth,  GAM(NAT),  RES(16N),   RES(64),   NEUTRON,Outcome
559.8,21.7975,13.4143,20.5669,493.359,Dry
560,11.3988,13.5524,20.5669,566.32,Dry
560.3,1,13.7826,20.5004,646.231,Dry
560.5,21.7975,14.1049,20.3673,555.897,Dry
560.8,42.5951,14.4272,20.6334,569.795,Dry
561,11.3988,14.7494,20.5004,625.385,Dry
561.3,11.3988,14.8415,20.5669,611.487,Dry
561.5,21.7975,15.0947,20.3673,667.077,Dry
561.8,11.3988,15.3019,20.3008,562.846,Dry
562,32.1963,15.6242,21.0325,531.577,Dry
562.3,11.3988,15.0717,21.5646,493.359,Dry
562.5,26.9969,14.3351,22.0302,521.154,Dry
562.8,1,14.3811,22.7619,555.897,Dry
563,11.3988,14.4272,22.7619,750.462,Dry
563.3,16.5982,15.7393,21.9637,674.026,Dry
563.5,16.5982,16.8903,20.8995,674.026,Dry
563.8,21.7975,17.0054,20.3008,507.256,Dry
564,125.785,17.9262,20.0015,340.487,Dry
564.3,110.187,18.9851,20.1013,583.692,Dry
564.5,115.387,19.1693,20.8329,479.462,Dry
564.8,73.7914,18.5247,22.0968,423.872,Dry
565,125.785,18.1564,22.7619,368.282,Dry
565.3,78.9908,18.3406,23.028,458.615,Dry
565.5,11.3988,17.9262,23.0945,653.18,Dry
565.8,1,17.4198,22.6289,722.667,Dry
566,42.5951,16.8212,22.1633,583.692,Dry
566.3,11.3988,16.0386,21.8307,528.103,Dry
566.5,47.7945,14.8876,21.8307,569.795,Dry
566.8,11.3988,13.5984,21.099,625.385,Dry
567,11.3988,12.9078,19.7687,729.615,Dry
567.3,1,13.0459,18.0393,514.205,Dry
567.5,32.1963,12.8157,17.5071,493.359,Dry
567.8,32.1963,11.6647,16.7089,298.795,Fresh_Water
568,52.9939,12.8157,16.6424,403.026,Fresh_Water
568.3,47.7945,16.545,17.0415,576.744,Fresh_Water
568.5,63.3926,19.2153,17.8397,535.051,Fresh_Water
568.8,73.7914,18.9391,21.1655,743.513,Fresh_Water
569,1,18.847,23.3606,736.564,Fresh_Water
569.3,42.5951,18.801,23.9592,687.923,Fresh_Water
569.5,37.3957,19.6757,23.5601,667.077,Fresh_Water
569.8,136.184,19.5837,22.5624,625.385,Fresh_Water
570,63.3926,19.998,22.6289,590.641,Fresh_Water
570.3,104.988,18.9391,23.2275,611.487,Fresh_Water
570.5,32.1963,17.5579,23.6266,715.718,Fresh_Water
570.8,1,16.8212,23.7597,597.59,Fresh_Water
571,21.7975,16.8212,23.028,604.538,Fresh_Water
571.3,84.1902,16.7292,22.3628,493.359,Fresh_Water
571.5,104.988,17.8341,21.4981,465.564,Fresh_Water
571.8,110.187,17.696,20.966,437.769,Fresh_Water
572,32.1963,17.742,21.5646,597.59,Fresh_Water
572.3,63.3926,16.4759,22.4626,653.18,Fresh_Water
572.5,1,16.1306,23.1943,465.564,Fresh_Water
572.8,63.3926,15.44,23.3606,708.769,Fresh_Water
573,11.3988,15.394,22.4293,625.385,Fresh_Water
573.3,1,15.5321,21.997,684.449,Fresh_Water
573.5,32.1963,15.348,21.2986,736.564,Fresh_Water
573.8,52.9939,14.9796,20.966,590.641,Fresh_Water
574,1,14.289,20.8329,618.436,Fresh_Water
574.3,1,13.6445,20.5669,660.128,Fresh_Water
574.5,6.19939,13.5064,20.6334,486.41,Fresh_Water
574.8,11.3988,13.3913,20.3008,562.846,Fresh_Water
575,21.7975,13.3222,20.0347,736.564,Fresh_Water
575.3,1,13.138,19.9017,646.231,Fresh_Water
575.5,6.19939,13.2301,19.8352,736.564,Fresh_Water
575.8,1,13.2992,19.4361,667.077,Fresh_Water
576,1,13.4143,19.5026,597.59,Fresh_Water
576.3,16.5982,13.4603,19.6356,625.385,Fresh_Water
576.5,11.3988,13.4143,19.5691,583.692,Fresh_Water
576.8,1,13.3682,19.2365,667.077,Fresh_Water
577,21.7975,13.2301,19.3031,625.385,Fresh_Water
577.3,1,13.2761,19.3363,569.795,Fresh_Water
577.5,11.3988,13.138,19.1035,826.897,Fresh_Water
577.8,1,13.0459,19.17,743.513,Fresh_Water
578,1,12.9539,19.2365,667.077,Fresh_Water
578.3,21.7975,12.9539,19.037,691.397,Fresh_Water
578.5,1,12.9539,18.7709,882.487,Fresh_Water
578.8,1,13.138,18.7044,680.974,Fresh_Water
579,1,13.0229,18.4384,687.923,Fresh_Water
579.3,6.19939,12.8157,18.6379,667.077,Fresh_Water
579.5,21.7975,12.2633,18.7044,819.949,Fresh_Water
579.8,32.1963,11.8489,18.6379,708.769,Fresh_Water
580,1,11.6647,18.8374,500.308,Fresh_Water
580.3,21.7975,11.8259,19.037,729.615,Fresh_Water
580.5,11.3988,12.5855,18.9705,750.462,Fresh_Water
580.8,11.3988,12.9999,18.7709,757.41,Fresh_Water
581,11.3988,13.3222,18.4384,896.385,Fresh_Water
581.3,1,13.9207,18.4384,799.103,Fresh_Water
581.5,21.7975,13.9207,18.2388,785.205,Fresh_Water
581.8,11.3988,14.0128,18.4051,924.18,Fresh_Water
582,11.3988,13.6445,18.8374,767.833,Fresh_Water
582.3,1,13.2301,19.17,743.513,Fresh_Water
582.5,1,13.092,19.3696,708.769,Fresh_Water
582.8,1,13.092,19.2365,576.744,Fresh_Water
583,1,13.0459,19.3696,680.974,Fresh_Water
583.3,1,13.092,19.3696,743.513,Fresh_Water
583.5,6.19939,12.9769,19.17,632.333,Fresh_Water
583.8,16.5982,12.8848,19.4361,687.923,Fresh_Water
584,1,12.9078,19.9682,715.718,Fresh_Water
584.3,21.7975,12.8618,19.5026,708.769,Fresh_Water
584.5,1,13.092,18.4716,674.026,Fresh_Water
584.8,1,13.5524,18.5714,736.564,Fresh_Water
585,1,13.1841,18.3053,826.897,Fresh_Water
585.3,52.9939,14.3351,17.2411,542,Fresh_Water
585.5,1,15.348,17.2411,687.923,Fresh_Water
585.8,1,14.7034,18.1723,639.282,Fresh_Water
586,21.7975,14.197,19.6356,608.013,Fresh_Water
586.3,11.3988,14.4272,20.3008,576.744,Fresh_Water
586.5,32.1963,13.5984,21.099,590.641,Fresh_Water
586.8,11.3988,13.9668,21.5646,500.308,Fresh_Water
587,37.3957,15.2559,20.8995,660.128,Fresh_Water
587.3,52.9939,16.7752,20.2343,576.744,Fresh_Water
587.5,42.5951,19.1002,20.2343,736.564,Fresh_Water
587.8,16.5982,18.87,20.1013,597.59,Fresh_Water
588,32.1963,18.2485,21.7642,569.795,Fresh_Water
588.3,32.1963,17.3737,22.8284,590.641,Fresh_Water
588.5,21.7975,17.2816,22.5624,576.744,Fresh_Water
588.8,63.3926,17.3737,22.0302,611.487,Fresh_Water
589,21.7975,17.0975,21.2653,597.59,Fresh_Water
589.3,11.3988,16.6831,21.1988,555.897,Fresh_Water
589.5,42.5951,15.348,20.5336,653.18,Fresh_Water
589.8,11.3988,14.7955,20.3008,496.833,Fresh_Water
590,11.3988,14.197,20.5004,677.5,Fresh_Water
590.3,11.3988,13.9207,20.5669,691.397,Fresh_Water
590.5,11.3988,13.5064,20.1678,670.551,Fresh_Water
590.8,1,13.3682,19.9682,635.808,Fresh_Water
591,21.7975,12.9769,20.0347,625.385,Fresh_Water
591.3,1,12.8388,19.7022,618.436,Fresh_Water
591.5,1,12.9539,19.17,611.487,Fresh_Water
591.8,1,12.9078,18.904,646.231,Fresh_Water
592,11.3988,12.6776,19.3696,590.641,Fresh_Water
592.3,21.7975,12.5395,19.2365,674.026,Fresh_Water
592.5,1,12.8618,19.1035,680.974,Fresh_Water
592.8,11.3988,13.0459,19.037,722.667,Fresh_Water
593,11.3988,13.4603,19.2365,757.41,Fresh_Water
593.3,1,13.6445,19.1368,694.872,Fresh_Water
593.5,11.3988,13.6905,18.904,667.077,Fresh_Water
593.8,11.3988,13.6905,19.037,719.192,Fresh_Water
594,16.5982,13.6215,18.904,660.128,Fresh_Water
594.3,6.19939,13.5984,18.9705,646.231,Fresh_Water
594.5,1,13.5984,18.8374,694.872,Fresh_Water
594.8,6.19939,13.4603,19.1035,639.282,Fresh_Water
595,1,13.3682,19.17,750.462,Fresh_Water
595.3,32.1963,13.0459,19.3696,687.923,Fresh_Water
595.5,11.3988,13.092,19.2033,708.769,Fresh_Water
595.8,1,12.9539,19.2365,778.256,Fresh_Water
596,1,12.8618,19.1368,611.487,Fresh_Water
596.3,11.3988,12.9999,19.037,694.872,Fresh_Water
596.5,11.3988,12.9539,18.9705,764.359,Fresh_Water
596.8,1,13.092,19.037,601.064,Fresh_Water
597,6.19939,13.1841,19.1035,813,Fresh_Water
597.3,1,13.1841,18.9705,729.615,Fresh_Water
597.5,11.3988,13.2301,19.037,729.615,Fresh_Water
597.8,11.3988,13.2761,18.904,771.308,Fresh_Water
598,21.7975,13.2071,18.904,674.026,Fresh_Water
598.3,1,13.3452,19.1035,819.949,Fresh_Water
598.5,1,13.2301,19.0703,667.077,Fresh_Water
598.8,1,13.4143,19.3363,618.436,Fresh_Water
599,11.3988,13.4603,19.7354,632.333,Fresh_Water
599.3,11.3988,13.3682,20.0347,611.487,Fresh_Water
599.5,1,13.5524,20.5669,632.333,Fresh_Water
599.8,1,13.6905,20.966,611.487,Fresh_Water
600,6.19939,14.5192,20.8995,562.846,Fresh_Water
600.3,11.3988,15.394,20.8995,621.91,Fresh_Water
600.5,1,16.2227,20.8329,555.897,Fresh_Water
600.8,21.7975,16.591,21.099,642.756,Fresh_Water
601,11.3988,17.2356,21.5646,674.026,Fresh_Water
601.3,1,16.7982,21.9637,750.462,Fresh_Water
601.5,1,17.1896,22.5291,875.538,Fresh_Water
601.8,11.3988,17.4658,23.028,639.282,Fresh_Water
602,21.7975,17.8802,23.6599,639.282,Fresh_Water
602.3,11.3988,18.2485,24.1588,806.051,Fresh_Water
602.5,1,18.2485,23.8262,788.68,Fresh_Water
602.8,11.3988,18.6629,23.8927,694.872,Fresh_Water
603,11.3988,18.847,24.0257,844.269,Fresh_Water
603.3,21.7975,18.0643,24.1588,753.936,Fresh_Water
603.5,1,17.7651,24.4248,625.385,Fresh_Water
603.8,1,16.9363,24.5579,792.154,Fresh_Water
604,1,16.591,24.957,826.897,Fresh_Water
604.3,1,16.3378,25.4226,729.615,Fresh_Water
604.5,11.3988,16.0846,25.1898,694.872,Fresh_Water
604.8,1,15.9004,25.223,736.564,Fresh_Water
605,1,15.6702,25.6886,687.923,Fresh_Water
605.3,21.7975,15.44,25.6886,639.282,Fresh_Water
605.5,11.3988,15.8084,25.4226,618.436,Fresh_Water
605.8,6.19939,17.0054,24.7574,580.218,Fresh_Water
606,73.7914,19.4455,24.4248,628.859,Fresh_Water
606.3,89.3896,23.5892,23.5601,562.846,Fresh_Water
606.5,125.785,25.9372,22.895,458.615,Fresh_Water
606.8,84.1902,26.2595,22.8284,576.744,Fresh_Water
607,52.9939,25.3847,23.1943,687.923,Fresh_Water
607.3,94.589,22.3,24.0257,715.718,Fresh_Water
607.5,84.1902,18.2024,25.1565,632.333,Fresh_Water
607.8,32.1963,15.9925,25.8549,597.59,Fresh_Water
608,6.19939,14.5192,25.6221,778.256,Fresh_Water
608.3,6.19939,14.7955,25.09,795.628,Fresh_Water
608.5,1,15.3019,23.9592,604.538,Fresh_Water
608.8,16.5982,15.1178,22.895,746.987,Fresh_Water
609,1,15.6933,22.6289,674.026,Fresh_Water
609.3,1,15.0027,22.3628,680.974,Fresh_Water
609.5,1,14.7494,22.6621,729.615,Fresh_Water
609.8,21.7975,14.5192,22.8284,597.59,Fresh_Water
610,11.3988,14.3811,22.7952,646.231,Fresh_Water
610.3,1,14.4732,22.6621,500.308,Fresh_Water
610.5,11.3988,14.6113,22.2963,729.615,Fresh_Water
610.8,42.5951,14.9796,22.1633,687.923,Fresh_Water
611,21.7975,15.1178,22.1633,684.449,Fresh_Water
611.3,1,15.3019,21.8307,566.32,Fresh_Water
611.5,11.3988,15.2559,21.3651,590.641,Fresh_Water
611.8,11.3988,15.2559,21.232,611.487,Fresh_Water
612,11.3988,14.9106,21.7642,687.923,Fresh_Water
612.3,21.7975,15.348,21.8972,778.256,Fresh_Water
612.5,11.3988,15.348,21.5314,674.026,Fresh_Water
612.8,11.3988,15.1638,21.8972,694.872,Fresh_Water
613,6.19939,15.1178,22.0302,701.82,Fresh_Water
613.3,1,15.2098,21.5646,625.385,Fresh_Water
613.5,26.9969,15.44,21.4981,656.654,Fresh_Water
613.8,11.3988,15.0257,21.7642,705.295,Fresh_Water
614,11.3988,14.9566,22.0968,597.59,Fresh_Water
614.3,11.3988,14.5883,22.3628,625.385,Fresh_Water
614.5,1,14.289,22.2963,660.128,Fresh_Water
614.8,1,14.5192,22.6289,458.615,Fresh_Water
615,1,15.0717,21.8307,555.897,Fresh_Water
615.3,11.3988,15.6242,20.966,535.051,Fresh_Water
615.5,16.5982,16.4069,20.5004,535.051,Fresh_Water
615.8,1,15.9465,20.4338,694.872,Fresh_Water
616,1,15.8544,20.4338,576.744,Fresh_Water
616.3,1,15.3019,20.4338,576.744,Fresh_Water
616.5,11.3988,14.6804,20.6999,451.667,Fresh_Water
616.8,1,14.289,21.1655,528.103,Fresh_Water
617,1,14.0128,20.7332,535.051,Fresh_Water
617.3,1,13.9437,20.8329,500.308,Fresh_Water
617.5,1,13.7826,20.6667,451.667,Fresh_Water
617.8,1,13.7366,20.7997,660.128,Fresh_Water
618,6.19939,13.8286,20.6999,528.103,Fresh_Water
618.3,6.19939,13.8286,20.4338,569.795,Fresh_Water
618.5,11.3988,14.7955,20.3008,608.013,Fresh_Water
618.8,11.3988,15.2098,20.3008,573.269,Fresh_Water
619,11.3988,15.7393,20.2343,555.897,Fresh_Water
619.3,1,15.9925,20.7664,458.615,Fresh_Water
619.5,11.3988,15.9004,21.0325,542,Fresh_Water
619.8,11.3988,15.9925,21.5646,625.385,Fresh_Water
620,1,16.0846,21.5646,535.051,Fresh_Water
620.3,11.3988,15.9465,21.5646,548.949,Fresh_Water
620.5,21.7975,15.8544,21.8307,625.385,Fresh_Water
620.8,32.1963,15.9925,21.997,559.372,Fresh_Water
621,1,15.8544,22.263,524.628,Fresh_Water
621.3,1,15.7623,22.5624,601.064,Fresh_Water
621.5,1,15.6702,22.895,542,Fresh_Water
621.8,1,15.8544,22.9615,576.744,Fresh_Water
622,1,15.9465,23.0945,604.538,Fresh_Water
622.3,11.3988,16.3148,22.9615,625.385,Fresh_Water
622.5,11.3988,16.591,22.8617,649.705,Fresh_Water
622.8,6.19939,16.7982,22.6289,583.692,Fresh_Water
623,6.19939,17.1665,22.3628,680.974,Fresh_Water
623.3,11.3988,17.0054,22.2963,715.718,Fresh_Water
623.5,11.3988,16.591,22.2963,771.308,Fresh_Water
623.8,1,16.3148,22.13,566.32,Fresh_Water
624,21.7975,15.9004,22.0635,590.641,Fresh_Water
624.3,1,15.5551,22.2298,625.385,Fresh_Water
624.5,16.5982,15.3249,22.4293,611.487,Fresh_Water
624.8,11.3988,14.8876,22.4293,576.744,Fresh_Water
625,11.3988,14.7034,22.3628,368.282,Fresh_Water
625.3,1,15.0257,21.997,423.872,Fresh_Water
625.5,11.3988,15.2559,21.2986,486.41,Fresh_Water
625.8,21.7975,15.9004,21.0325,583.692,Fresh_Water
626,16.5982,16.4529,21.099,542,Fresh_Water
626.3,1,16.1767,21.2986,535.051,Fresh_Water
626.5,1,15.8544,22.1633,583.692,Fresh_Water
626.8,21.7975,15.3019,23.028,517.68,Fresh_Water
627,1,14.8876,23.7929,521.154,Fresh_Water
627.3,16.5982,14.9566,24.4913,416.923,Fresh_Water
627.5,11.3988,15.3019,24.3583,562.846,Fresh_Water
627.8,21.7975,16.1767,23.9592,514.205,Fresh_Water
628,21.7975,17.8341,23.4271,583.692,Fresh_Water
628.3,32.1963,20.5045,22.8284,458.615,Fresh_Water
628.5,84.1902,23.451,21.6311,486.41,Fresh_Water
628.8,78.9908,23.9114,22.0968,416.923,Fresh_Water
629,115.387,22.3691,23.9592,555.897,Fresh_Water
629.3,32.1963,19.9059,24.957,576.744,Fresh_Water
629.5,11.3988,18.9851,24.957,500.308,Fresh_Water
629.8,21.7975,18.2485,24.6576,687.923,Fresh_Water
630,32.1963,18.9391,24.6909,528.103,Fresh_Water
630.3,11.3988,18.3406,24.1588,507.256,Fresh_Water
630.5,1,17.4198,23.6266,423.872,Fresh_Water
630.8,11.3988,16.7752,23.4936,555.897,Fresh_Water
631,21.7975,15.9004,23.2275,375.231,Fresh_Water
631.3,42.5951,15.9465,23.161,569.795,Fresh_Water
631.5,21.7975,15.5321,22.2963,479.462,Fresh_Water
631.8,1,15.44,21.8972,437.769,Fresh_Water
632,6.19939,15.2559,21.6311,545.474,Fresh_Water
632.3,6.19939,15.2329,21.1655,535.051,Fresh_Water
632.5,1,15.1638,20.8329,583.692,Fresh_Water
632.8,11.3988,15.0257,20.3008,667.077,Fresh_Water
633,1,14.7955,20.201,569.795,Fresh_Water
633.3,21.7975,14.6574,20.201,576.744,Fresh_Water
633.5,11.3988,14.4962,19.9682,594.115,Fresh_Water
633.8,26.9969,14.243,19.6356,594.115,Fresh_Water
634,21.7975,14.3351,19.3031,437.769,Fresh_Water
634.3,21.7975,14.4272,18.904,576.744,Fresh_Water
634.5,1,14.5192,18.7044,611.487,Fresh_Water
634.8,11.3988,14.0128,18.5714,444.718,Fresh_Water
635,21.7975,13.7366,18.5714,531.577,Fresh_Water
635.3,1,13.2071,18.5714,535.051,Fresh_Water
635.5,32.1963,12.9078,18.7044,489.885,Fresh_Water
635.8,6.19939,12.9308,18.7044,542,Fresh_Water
636,11.3988,12.9078,18.2388,479.462,Fresh_Water
636.3,11.3988,12.7697,18.1723,597.59,Fresh_Water
636.5,1,12.7467,18.0393,479.462,Fresh_Water
636.8,11.3988,12.7237,17.8397,573.269,Fresh_Water
637,1,12.6546,17.7732,590.641,Fresh_Water
637.3,16.5982,12.6776,17.6402,479.462,Fresh_Water
637.5,1,12.6776,17.6402,486.41,Fresh_Water
637.8,1,12.6776,17.4406,521.154,Fresh_Water
638,1,12.5855,17.5071,430.821,Fresh_Water
638.3,11.3988,12.7237,17.4073,569.795,Fresh_Water
638.5,11.3988,12.7927,17.3076,562.846,Fresh_Water
638.8,26.9969,12.8618,17.108,576.744,Fresh_Water
639,1,12.8157,16.842,590.641,Fresh_Water
639.3,21.7975,12.8157,16.9085,639.282,Fresh_Water
639.5,1,12.5855,16.5759,548.949,Fresh_Water
639.8,11.3988,12.1712,16.5426,486.41,Fresh_Water
640,1,11.3655,16.5759,548.949,Fresh_Water
640.3,16.5982,11.0202,16.5094,604.538,Fresh_Water
640.5,1,11.3885,16.5759,465.564,Fresh_Water
640.8,11.3988,11.7338,16.5094,583.692,Fresh_Water
641,11.3988,11.941,16.4429,500.308,Fresh_Water
641.3,16.5982,12.2863,16.842,590.641,Fresh_Water
641.5,1,12.7467,16.7089,719.192,Fresh_Water
641.8,11.3988,12.9539,16.9085,694.872,Fresh_Water
642,6.19939,12.8618,17.4406,618.436,Fresh_Water
642.3,11.3988,12.7697,17.5736,628.859,Fresh_Water
642.5,1,12.7237,17.7732,573.269,Fresh_Water
642.8,1,12.8157,18.1723,743.513,Fresh_Water
643,1,12.7697,18.3053,653.18,Fresh_Water
643.3,26.9969,12.9539,18.1723,691.397,Fresh_Water
643.5,11.3988,13.2761,18.1723,548.949,Fresh_Water
643.8,21.7975,14.0128,18.4716,597.59,Fresh_Water
644,32.1963,15.2789,18.7377,687.923,Fresh_Water
644.3,32.1963,16.2227,18.3718,531.577,Fresh_Water
644.5,21.7975,16.2688,18.1723,611.487,Fresh_Water
644.8,26.9969,16.591,17.9395,469.038,Fresh_Water
645,37.3957,16.0386,17.8397,538.526,Fresh_Water
645.3,37.3957,15.7163,18.006,597.59,Fresh_Water
645.5,52.9939,14.8415,18.139,548.949,Fresh_Water
645.8,16.5982,14.3811,18.8042,580.218,Fresh_Water
646,11.3988,13.6445,19.2365,535.051,Fresh_Water
646.3,11.3988,13.2301,19.5691,660.128,Fresh_Water
646.5,21.7975,13.115,19.5026,542,Fresh_Water
646.8,1,12.9539,19.2698,674.026,Fresh_Water
647,1,12.9999,19.1035,569.795,Fresh_Water
647.3,11.3988,13.0459,19.2365,653.18,Fresh_Water
647.5,6.19939,13.115,19.2033,548.949,Fresh_Water
647.8,11.3988,13.138,19.2365,555.897,Fresh_Water
648,11.3988,13.3452,19.2365,680.974,Fresh_Water
648.3,11.3988,13.3222,19.2698,677.5,Fresh_Water
648.5,21.7975,13.3452,19.2033,653.18,Fresh_Water
648.8,11.3988,13.5294,19.037,608.013,Fresh_Water
649,1,13.7135,18.904,684.449,Fresh_Water
649.3,1,13.7826,18.9372,743.513,Fresh_Water
649.5,6.19939,14.0128,18.9705,698.346,Fresh_Water
649.8,6.19939,14.1279,18.8707,701.82,Fresh_Water
650,6.19939,14.22,19.0703,740.038,Fresh_Water
650.3,16.5982,14.289,19.1368,646.231,Fresh_Water
650.5,1,14.3581,19.037,660.128,Fresh_Water
650.8,11.3988,14.4732,18.8042,715.718,Fresh_Water
651,6.19939,14.4962,18.7044,632.333,Fresh_Water
651.3,21.7975,14.3121,18.8042,660.128,Fresh_Water
651.5,6.19939,13.9668,18.8374,653.18,Fresh_Water
651.8,6.19939,13.8056,18.7377,635.808,Fresh_Water
652,1,13.5984,18.9372,587.167,Fresh_Water
652.3,1,13.5294,18.7044,587.167,Fresh_Water
652.5,1,13.6675,18.5714,469.038,Fresh_Water
652.8,0,13.6675,18.5714,552.423,Fresh_Water
653,0,13.6215,18.4716,576.744,Fresh_Water
653.3,0,13.5064,18.5381,514.205,Fresh_Water
653.5,0,13.5064,18.5049,576.744,Fresh_Water
653.8,0,13.5294,0,503.782,Fresh_Water
654,0,13.5294,0,521.154,Fresh_Water
654.3,0,0,0,475.987,Fresh_Water
654.5,0,0,0,0,Fresh_Water
